step,t,t_T1,Conc_pair_mean,Xi2_KU,Xi2_W
432,8.64,8.64,0.0,0.9999999999998238,7.397262593878594
433,8.66,8.66,0.0,0.9999999999998521,7.397583397897956
434,8.68,8.68,0.0,0.9999999999998537,7.397481358904879
435,8.700000000000001,8.700000000000001,0.0,0.999999999999837,7.397032424896918
436,8.72,8.72,0.0,0.9999999999998631,7.397379474999368
437,8.74,8.74,0.0,0.9999999999998564,7.397081348896503
438,8.76,8.76,0.0,0.9999999999998452,7.396675579126631
439,8.78,8.78,0.0,0.9999999999998613,7.396862361752751
440,8.8,8.8,0.0,0.9999999999998195,7.39566120858947
441,8.82,8.82,0.0,0.9999999999997862,7.394532561693182
442,8.84,8.84,0.0,0.9999999999998633,7.396370064678296
443,8.86,8.86,0.0,0.9999999999998326,7.395287633832086
444,8.88,8.88,0.0,0.9999999999999026,7.397144117719323
445,8.9,8.9,0.0,0.9999999999999087,7.397189964482289
446,8.92,8.92,0.0,0.9999999999998991,7.39671364942992
447,8.94,8.94,0.0,0.9999999999999061,7.396772666334657
448,8.96,8.96,0.0,0.9999999999999324,7.397570527059822
449,8.98,8.98,0.0,0.9999999999999488,7.39806171226663
450,9.0,9.0,0.0,0.9999999999999584,7.398322995345257
451,9.02,9.02,0.0,0.9999999999999588,7.398261950866389
452,9.040000000000001,9.040000000000001,0.0,0.9999999999999641,7.398399907012099
453,9.06,9.06,0.0,0.9999999999999489,7.397584494405716
454,9.08,9.08,0.0,0.9999999999999641,7.398222720366148
455,9.1,9.1,0.0,0.9999999999999712,7.398493792616628
456,9.120000000000001,9.120000000000001,0.0,0.999999999999967,7.398190391781998
457,9.14,9.14,0.0,0.9999999999999786,7.398739199908805
458,9.16,9.16,0.0,0.9999999999999813,7.39883678854564
459,9.18,9.18,0.0,0.9999999999999798,7.398656693445544
460,9.200000000000001,9.200000000000001,0.0,0.9999999999999861,7.399018878777585
461,9.22,9.22,0.0,0.9999999999999871,7.399029880773806
462,9.24,9.24,0.0,0.9999999999999922,7.399325542168299
463,9.26,9.26,0.0,0.9999999999999889,7.399037773141417
464,9.28,9.28,0.0,0.9999999999999877,7.398922943146166
465,9.3,9.3,0.0,0.9999999999999918,7.39923933697954
466,9.32,9.32,0.0,0.9999999999999944,7.399461392020223
467,9.34,9.34,0.0,0.9999999999999926,7.399259928563151
468,9.36,9.36,0.0,0.9999999999999908,7.39903226553151
469,9.38,9.38,0.0,0.9999999999999926,7.399115196825937
470,9.4,9.4,0.0,0.999999999999996,7.399410741303525
471,9.42,9.42,0.0,0.9999999999999958,7.399384784488624
472,9.44,9.44,0.0,0.999999999999996,7.399374878750617
473,9.46,9.46,0.0,0.9999999999999942,7.399181273551883
474,9.48,9.48,0.0,0.9999999999999969,7.399507432805425
475,9.5,9.5,0.0,0.999999999999996,7.399415155184905
476,9.52,9.52,0.0,0.9999999999999966,7.399509244473486
477,9.540000000000001,9.540000000000001,0.0,0.9999999999999953,7.39930118734243
478,9.56,9.56,0.0,0.999999999999996,7.399419767928185
479,9.58,9.58,0.0,0.9999999999999956,7.399296663265191
480,9.6,9.6,0.0,0.9999999999999976,7.39957119877878
481,9.620000000000001,9.620000000000001,0.0,0.9999999999999973,7.399574933456173
482,9.64,9.64,0.0,0.9999999999999969,7.399527302477136
483,9.66,9.66,0.0,0.9999999999999969,7.399416225262772
484,9.68,9.68,0.0,0.9999999999999971,7.399467049171782
485,9.700000000000001,9.700000000000001,0.0,0.9999999999999978,7.39953789328442
486,9.72,9.72,0.0,0.9999999999999971,7.3993955764331565
487,9.74,9.74,0.0,0.9999999999999984,7.399615123996425
488,9.76,9.76,0.0,0.9999999999999986,7.399743603157111
489,9.78,9.78,0.0,0.9999999999999981,7.39959151152993
490,9.8,9.8,0.0,0.999999999999998,7.399519711068124
491,9.82,9.82,0.0,0.9999999999999979,7.399381481833555
492,9.84,9.84,0.0,0.9999999999999964,7.3988036693003725
493,9.86,9.86,0.0,0.9999999999999968,7.398876358651495
494,9.88,9.88,0.0,0.9999999999999959,7.398400522990503
495,9.9,9.9,0.0,0.9999999999999973,7.398772701403898
496,9.92,9.92,0.0,0.9999999999999979,7.399087803342542
497,9.94,9.94,0.0,0.9999999999999986,7.399318544554826
498,9.96,9.96,0.0,0.9999999999999987,7.399392478940496
499,9.98,9.98,0.0,0.9999999999999984,7.399373532458896
